,revenue
4538,24377151
554583,0
340022,0
8836,68369434
11547,30553395
10127,3813293
2539,55041367
9374,149022650
27573,136000000
8292,92374674
473309,0
259018,0
9073,0
611114,0
506815,0
11976,15502112
8470,102244770
244267,336472
847,57269863
13253,0
782,12532777
1634,153698625
462,256271286
1640,98410061
735364,0
491584,6591038
9394,0
38317,169852759
12253,23510601
44115,35692920
428449,1596371
542921,12277353
11774,209073645
11008,30112050
653522,0
519223,0
347866,0
6279,57319029
360365,17000172
602211,0
941,120207127
272693,43528634
1441,5549200
135531,0
72358,22044277
513223,0
326425,16775
314405,0
556501,0
59965,82087155
748225,0
20077,0
12159,71485043
109424,95000000
285783,61181942
38579,83761844
14158,0
71,109280263
9913,93983911
392982,10051659
2832,90259536
22907,69055695
184,39673162
616037,0
126172,0
1639,164508066
291167,0
342917,0
329833,55969000
199373,5496951
572521,0
12481,0
10623,56489558
2044,114830111
513730,0
11507,8801940
9381,72108608
11236,0
222724,0
600991,0
25753,0
443700,0
70584,0
152259,1034589
58224,187361754
15657,0
51608,43059790
19918,12032983
423453,7800000
4977,944915
391,14500000
10975,0
570735,0
15854,0
532905,0
13497,57588485
1428,98185582
11508,0
226486,100525432
39145,0
174751,1397284
542417,0
14560,183293131
387773,0
382614,4596705
115929,0
504,60378584
623666,0
259695,22678555
540709,0
11152,22700000
24122,21791288
9278,0
34016,49779728
9907,116476887
55931,0
209901,1675381
12163,44703995
10471,59827328
9506,195745823
11533,0
71469,64626786
4995,43101594
8973,0
818,296655431
456750,0
150023,0
11199,253625427
17466,16853487
2114,85131830
245913,27312
748224,0
19959,122444772
12103,100020092
425373,10230620
9759,56422687
411873,0
146203,15179302
10172,58400000
9833,154648887
464742,0
664416,0
286532,0
566368,0
575804,0
284274,0
184098,70181428
397873,0
173185,0
13600,17869048
230652,0
228066,34227298
23988,0
324560,0
10779,29359216
16761,0
199,150000000
81796,32204030
11153,61399552
77949,209696
581791,0
47626,0
8845,156563139
13012,0
459950,0
11620,101486
394117,11303040
179826,0
10592,32287044
502406,0
793,8551228
666338,0
134126,7339398
13971,21972336
9691,30303072
632318,0
10070,658573
642885,0
9587,50083616
914,11000000
702633,0
151535,0
16325,2186782
635031,0
20606,0
10908,0
10073,48548426
497859,0
100271,6748712
305943,0
257874,0
81003,0
532812,0
9529,25792310
11137,0
824,179213434
203834,23456897
10423,63513743
10329,152022101
244506,59744
243,47126295
444902,0
6075,63848322
703,38251425
16320,38869464
2179,13405595
485337,0
424781,0
10771,104391623
387,85000000
422642,0
218746,0
8840,115267375
5915,56255142
63710,0
203835,0
503125,0
13597,12729917
9344,7412216
438660,0
90369,2699265
8867,0
146238,62616646
633761,0
216769,0
692969,0
87492,12096300
381663,0
326285,0
257345,10898293
4169,33231264
548204,0
957,38119483
514236,0
369523,0
229756,0
765,5923044
353069,48782670
15359,0
381355,0
503,181674817
209451,67347013
923,55000000
376570,0
243684,461162
644682,0
8337,13008928
2252,56106607
13256,2131057
360784,0
351044,12780692
23367,12225023
492815,0
11362,75395048
93828,9747
9481,151493655
44037,0
15357,8786375
625561,0
454,147298761
47931,63027681
11001,117758500
553668,0
297,142940100
436373,0
551758,0
74308,72689
465109,0
209269,0
38303,32054369
13683,0
582247,0
322,156822020
457943,0
46853,0
471507,0
36736,0
429200,3283369
11622,40263020
10782,42792561
13596,36620508
4476,160638883
422,0
574241,8600192
75198,0
271714,28641776
10647,55707411
116,85306374
589082,0
213,13275000
434355,0
374473,15793051
1819,130431368
492282,0
3558,48350205
7459,93945766
671042,0
11041,0
8869,45867333
616982,0
82657,0
4133,83282296
86130,0
9408,149044513
13394,0
404785,0
11090,84772742
19585,292817841
14202,26910847
467632,3435047
72207,53909751
404378,82703
8390,55447968
737763,0
270771,0
10473,0
621880,0
274479,101134059
246355,0
16808,26900000
436459,0
394269,0
59968,24816118
9293,41009669
152792,0
361159,0
2067,60874615
8997,0
12144,84460846
1934,289317794
473,3221152
376660,18803648
594404,0
477033,0
243940,64110728
14191,23006849
4148,75225693
426285,0
13051,85416905
36897,0
4643,0
260372,0
492452,0
9290,39438674
49009,20348249
16780,185898
750500,0
10587,28061343
104755,1165882
579245,0
20766,27635305
13809,25739015
303858,93282604
487702,0
186,56308881
607087,0
465914,20572691
206284,0
398173,5566776
263109,106209378
14132,0
22972,94882889
37632,0
9986,144000000
819,165615285
10167,19233280
4960,0
12118,43579163
11713,0
225145,0
613,92180910
582607,0
413998,9200168
369698,0
289222,23299081
9429,30331165
11452,20000000
153,119723856
355277,0
273831,0
25749,0
9426,60629159
7445,43318349
9991,0
452507,0
222461,0
10480,0
9463,0
9618,63408614
1923,4160851
109417,16549477
25750,0
9441,159710793
744925,0
423590,0
8978,35294470
514277,470901
460071,678102
334,48451803
328111,875457937
10632,34234008
71864,56012642
9869,178051587
21448,0
81850,0
705933,0
4379,154749918
452522,0
712,254700832
2046,12008642
401200,0
525041,0
401104,0
36670,160000000
407531,0
167,50315140
60670,0
705,150438
571391,0
33909,134748021
622125,0
21032,11348324
520390,0
4349,86658558
528091,0
13355,0
12493,0
384737,100659
13195,6819587
24418,28169671
13354,0
2291,25965144
399725,0
651534,0
529983,323754
11953,4000000
33871,0
112949,97594140
525454,0
340674,0
317744,0
4380,170128460
575138,0
7516,57103895
873,146292009
376424,0
266285,42070000
303903,0
449406,0
5279,87754044
75948,0
437606,0
322240,57814445
11683,46770602
671812,0
307479,0
1541,45361000
283317,0
109431,173965010
1645,152266007
9994,38625550
9655,33889159
472451,7928149
8095,71000000
643413,0
34067,0
303991,4366460
14092,0
463602,0
348389,0
609418,0
481880,130000
1480,2247465
8619,212011111
8413,26673242
6038,88323487
228968,2633527
74998,14089528
4689,1954937
55580,0
9978,23937870
482981,0
34806,77477008
381693,0
37757,0
432613,0
9763,27610873
716675,0
401905,0
582,70000000
10024,95714875
407448,23355100
187596,59209
505904,0
935,9440272
10706,0
1389,77745568
323676,78636257
401847,8586944
518527,0
74406,0
538362,0
122081,31724284
603055,0
26428,39041505
13416,61255921
10915,0
10854,0
11299,0
353576,0
750578,0
13376,23833131
10996,169956806
16995,87784194
12227,34793160
526896,0
195483,0
276905,17062499
638,3675201
8870,33463969
622963,0
367462,0
632309,0
601313,0
23048,64572262
10199,86947965
9377,70136369
582883,0
606154,0
2119,157920733
537736,0
611213,0
212153,0
38541,22000
4771,34619699
9884,78382433
19277,0
9053,7563172
16314,29000301
593280,0
762,5028948
5994,0
219,85582407
430354,0
339994,90573
658009,0
53985,0
1878,10680275
463364,0
752340,0
376581,0
611873,0
371638,29820616
97430,15608545
369883,23316139
617782,0
457417,0
8965,0
751913,0
401561,169209
10518,21709020
664474,0
5038,96408652
324963,0
12123,60209334
2898,314178011
25376,33965843
843,12854953
150213,44057737
489988,1041955
6723,21633874
554577,0
374781,0
451,49800000
608994,0
353610,0
8967,54674226
97614,66351
504585,0
64,51001550
745272,0
269795,3945729
17074,0
9039,13414416
15653,0
513386,3186721
97787,0
4836,11850214
95608,2550321
583,20045115
80585,59418613
13572,25195000
574097,0
10539,28946127
483453,0
653729,0
462723,0
429476,0
12096,158851357
600881,0
522373,0
2142,44862187
732170,0
639798,0
10061,42277365
266396,13644292
339065,0
15487,15431177
612,130358911
523773,0
463684,0
212778,45967935
4226,0
10344,38903179
544345,0
9753,0
602609,0
13673,0
211954,99067206
738967,0
336000,22088533
14012,21000000
689243,0
492449,0
496450,0
2207,65664721
411221,0
264170,0
10426,33526835
400411,252
321494,0
10304,0
7985,21156270
411840,0
392655,0
359412,0
6557,160259319
64831,0
1278,15121165
34065,34300000
407445,477815
40205,0
1957,51801187
484901,0
359228,0
8386,31155435
9208,150270147
11918,25871834
6499,17979739
168,133000000
816,67683989
9299,2647055
471515,0
127521,0
482408,0
6961,47175038
446696,7997774
10063,1675484
292040,1473809
336890,0
584962,0
546726,0
651378,0
12309,38435947
634904,0
31216,40945
9563,100230832
37821,98159963
438148,0
256474,0
15276,0
9800,206678440
9255,133752825
13377,0
75674,81272766
895,0
11260,50650079
529790,0
180305,0
362826,0
4911,9237470
889,59468275
11497,27100027
3782,55240
49494,27122040
10348,0
11635,87135520
286668,0
391629,0
433502,0
83705,0
11879,0
10110,66700000
3035,12000000
502682,78720293
140870,30000000
10331,30000000
748992,19748009
554566,0
586961,79607
34204,0
23452,0
17473,1752988
407887,49196532
9390,273552592
611710,0
9598,254134910
1257,69485490
104859,0
55721,288383523
385332,0
749709,0
23488,4706919
44048,167805466
15789,35348597
10982,51053787
491472,0
467062,0
9315,223387299
38031,0
10030,59192128
16258,0
400507,0
8963,157387195
9992,107944236
127560,22320893
477428,579026
50479,0
38358,67738090
6963,12482775
581982,0
813,83453539
538751,0
592336,5000000
417830,40120144
202575,64197205
12208,41744718
13812,40855419
1491,87892388
12225,2294291
329981,13082071
590153,0
359246,0
11359,0
340103,0
68727,24261569
18885,11798854
241257,17671101
402897,24640027
17047,28818995
38050,127869379
417812,3097257
296100,52395996
12620,70442940
353569,5042014
9447,69131860
9904,37384046
172,70200000
9825,56870414
345235,0
11075,0
64202,0
431072,0
259910,0
745254,0
9454,65705772
489064,0
334527,0
690596,0
4964,219076518
12113,113280098
9012,64282312
750585,0
68722,28258060
25239,0
11198,0
230179,7500000
9564,1644060
493100,0
268920,51680201
10950,92542418
613722,0
13460,22211426
737779,0
1273,95608995
521720,0
11128,74541707
416477,56303596
1051,41158757
319888,46152411
19101,0
12702,0
9973,0
13836,106303988
595215,0
284,25000000
8374,30471
4806,309457509
444149,0
82,163794509
684139,0
134,71868327
429450,30169000
1598,182300000
435841,32783733
9075,26768563
12521,16554699
11336,20766616
62215,15946321
740133,0
132344,11176469
51170,0
7552,202026112
270938,11774
62395,0
15648,0
21956,0
16690,109862682
9754,82800000
574954,0
339419,8996802
25472,0
500899,386166
327029,0
396330,0
1499,42273609
420245,0
28384,0
10678,132675402
506640,0
458737,2525738
11058,30120671
9816,91038276
492565,0
11467,138191428
478159,0
451184,0
334524,14880939
1646,41170784
10145,117592831
10139,54586584
21521,0
575222,0
9428,71441250
331313,29918745
76640,0
43919,156190
398181,10891281
12106,18636537
10249,62000000
693,516642939
597856,0
423949,0
385360,0
102362,18074539
3432,41637263
354251,23665
29996,12200000
24948,0
10603,174463257
46528,11087569
10328,85313124
469721,0
424488,13406883
593,0
11551,54682547
9491,7701707
1903,203388341
64328,165184237
43539,51148651
513399,0
395993,8484418
414191,0
11546,126247
581420,0
495151,0
470333,2115765
13291,23530831
152042,0
82682,105200903
431259,0
6878,0
2525,0
10761,106407672
750121,0
565341,0
11812,68696770
575417,0
241258,6341855
17130,61141030
619106,0
20875,0
1378,5179037
222936,26250020
750160,0
515818,0
11127,0
9886,19075720
7090,447741
74078,0
9656,21510851
11246,0
398177,6069605
11901,15700000
507441,0
19114,32492674
858,227799884
209189,265452
9367,2040920
169881,57284237
375355,0
434119,56100000
605373,0
512263,3400977
198277,63464861
696,39946780
5820,78810595
273641,0
489927,0
15144,23686027
10068,6735922
19,650422
28635,0
555790,0
493058,0
586595,6713
9942,49797148
353066,0
14926,37095657
32856,216485654
12518,35
382602,8992523
584355,0
86835,566006
114955,0
50359,183953723
337960,0
7305,36733909
302401,37357216
480823,0
362703,0
299824,278300000
1497,78656813
651610,0
373569,60845711
8005,35739755
1578,23000000
104634,0
14024,14867514
490,0
354287,0
228203,45710059
222216,12666
570661,0
505436,74769845
50348,85412898
302156,14708696
25913,0
458344,0
340104,0
10393,50054511
16296,43625095
1607,17287898
595464,0
546121,0
10753,0
25748,6980986
332283,0
253295,0
86555,0
11969,56505065
470918,0
2395,132900000
262715,0
574162,0
5924,53267000
485166,0
90,316360478
691818,0
17899,5723917
748027,0
86838,33035736
12235,0
26388,19152480
11826,0
39977,0
9285,119754278
54270,0
403605,0
49517,80630608
422585,0
39862,0
118737,0
8981,1656829
14635,75597042
5851,77741732
746411,0
9607,20915465
4584,134582776
532024,0
77875,0
11804,91196419
11051,8373585
10735,50732139
8066,8342132
2312,0
708,191185897
89185,0
10134,10166459
590706,74000000
477018,0
50124,0
16205,0
9599,8247943
14813,21000000
1887,60474340
254172,0
81836,73244881
745264,0
10877,79958599
553,16680836
745922,0
745917,0
461763,10
743229,0
742734,0
14174,0
1580,2200000
135812,0
11170,43545364
9038,127766650
517148,0
6575,18317151
720271,0
743112,0
522039,2975184
737791,0
443009,2066633
41280,26279000
14324,5410749
9064,12090735
375183,0
149871,24186232
588709,0
334541,78988148
403509,0
69,186438883
394374,0
388764,0
156708,0
10323,41092328
476764,0
453362,0
234284,0
160588,99206215
37094,40903593
10016,14010832
9705,147080413
12085,0
295964,36606743
1245,23237911
19158,11582891
16558,78146652
2649,109423648
9059,0
589203,0
429189,15366466
1073,0
328425,58978653
157353,103039258
152737,74188937
522369,8766149
2642,93354918
483,14560247
476678,0
339103,4343227
239526,0
14462,96105964
752589,0
63555,0
8285,39031337
22076,0
519465,0
21519,0
9962,16856124
399057,2291901
538207,143837
274109,0
205567,0
336,0
532908,0
9451,0
68,0
378385,0
301846,0
10098,2500000
82390,1353868
74513,3424648
32613,0
96,299965036
477489,2842040
301,5800000
494031,0
481375,0
9952,7177143
58857,17555141
432976,0
9972,22099847
2830,0
747827,0
553962,0
340027,0
65218,0
46146,4159678
24331,14225876
25643,36133014
510355,0
440918,0
449664,0
10033,50817508
148918,0
256924,10835752
9494,296000000
15516,0
567598,0
450489,0
295011,0
168676,0
751656,0
97,33000000
599379,0
252680,10429707
18320,31878891
380124,74827344
283552,25975621
76122,0
101669,863044
377587,9097072
243938,12314651
8055,113019290
7874,10903846
6957,109449237
10922,0
227156,66980456
216539,0
13888,2807854
438808,26000000
9366,124909762
95853,0
1939,2000000
692233,0
28601,0
3176,25000000
228194,88880821
229408,0
37928,0
406429,43300000
364433,0
9453,23438120
1907,144056873
63492,30426096
12182,33556631
65851,0
515411,0
336455,551760
931,0
24795,50236831
2275,149705852
488623,9900000
240483,0
2335,65125001
453191,19030780
472734,0
571655,70821
444485,0
13499,72028752
255268,0
11576,60000000
11469,33422806
397,0
71254,0
10048,76932943
360606,0
459928,6158
333669,14397593
15189,117000198
106021,0
13855,0
71859,10765283
507618,0
487186,0
10313,68729358
574376,2407571
476631,0
383538,0
63207,3012210
27740,0
501851,0
451500,0
99942,0
2614,25893810
1710,0
428399,0
24056,0
14047,30226144
69735,0
6641,0
579571,0
11319,71215869
320,113714830
192,7153487
696374,0
1913,38535221
3134,940944
1577,129394835
422153,0
76600,0
11474,22490039
734278,0
152044,0
22821,10629321
301608,0
326284,0
127493,2106557
4723,374743
435366,0
12184,78269970
15283,0
541560,0
1832,30652890
395841,0
10019,42721196
76494,79700000
530254,24340302
38319,26121638
18843,0
732310,0
433413,0
289007,0
505423,0
392216,0
293767,30930984
6589,65270477
73499,3696232
613377,0
40807,39187783
417028,0
23568,0
2069,106371651
614722,0
1247,100266865
168273,0
39229,0
1825,16057580
12685,0
27585,5132850
9331,215887717
686941,0
542905,0
10956,30987695
86703,0
509,363889678
312831,0
82525,82966152
41003,17487531
119892,0
171581,0
13995,0
67675,18663238
74135,0
13785,0
621151,0
489931,2847319
10375,6632383
11412,89456761
52274,12884923
453278,0
9384,170268750
22897,219103655
701684,0
458131,0
24873,16116878
174188,0
378018,151042
456929,20121318
586346,251017
51250,0
70587,0
470541,0
728143,0
462387,0
9768,8266343
1040,0
429467,7362
242095,2665322
73530,0
270007,0
87567,21819348
43549,0
23049,20455276
459947,0
347186,0
293452,0
11164,45610410
1955,26010864
553141,44652
178682,0
16318,0
192712,0
494974,0
624860,0
9574,177977226
2116,55495563
717672,0
78215,704
65179,0
11825,19510371
193613,7972967
11418,49364621
575452,0
454283,5059608
437,3000500
466081,2602652
11009,237113184
375098,0
124470,0
49852,17177993
25329,124048
1947,18618284
427214,0
718099,0
10326,128000000
109421,63372757
2924,152368585
10220,22921898
164251,176391
1643,36144000
728271,0
62459,0
13613,0
140,40266982
2210,3916303
594692,0
261375,0
507256,1251945
205601,16505460
17618,0
409164,0
341006,10166820
412924,226286
411802,0
286873,0
16990,0
11456,54249294
11017,26488734
241863,0
566219,0
467936,17696794
302150,0
2362,0
744738,0
2334,65497208
12107,123307945
383121,0
77495,0
475908,0
88005,9636289
342474,0
759,12000000
258099,0
9997,0
298584,0
11870,52970014
846,189198313
12556,102223269
490004,0
42297,89519773
315011,77947607
39939,18492362
13252,0
11559,566611
399106,0
80079,0
15849,0
11329,80154140
519771,0
9424,17507368
12600,28023563
321697,34441873
205588,9930095
12412,9323833
11377,40846082
71883,0
239573,14431253
49948,90874570
567410,0
43920,430041
456348,0
368182,0
64807,44907260
110416,857522
15379,22812411
12201,81126522
219247,0
507505,10452324
407449,955925
11866,21009180
671583,0
75900,35057696
380111,27305571
433501,0
529426,88726207
750606,0
28597,0
455714,0
375785,0
10775,8708932
448449,0
35056,152263880
610394,0
11817,37713879
11895,11567217
742756,0
664031,0
38684,34710627
24684,26096852
13260,33472850
8452,96085477
6877,128406887
396493,0
335866,0
639247,0
394741,0
8834,136982834
418667,0
10395,131002597
10152,39267515
1365,44909486
537681,0
10238,0
80527,0
9271,24048000
11867,3793614
718840,0
901,19181
699280,0
213681,29200000
33875,20867919
34803,49050886
435126,0
409297,0
8843,104155843
728224,0
323262,0
308504,3643591
260063,0
11087,88036683
9882,116672912
8270,5367030
186759,0
9434,28084357
2976,90450008
14282,0
1857,5849647
483411,0
10253,75108998
1494,78568977
290864,129115
7457,15309302
2749,56359980
2469,3125224
445040,1361611
65055,10126458
26390,45719985
18487,150166126
76812,0
54445,0
748567,0
13465,0
527246,0
12448,0
11158,58662452
49950,52545707
10586,38619405
34647,754249
826,44908000
381890,553810228
717881,0
390584,0
589982,0
9944,195268056
42646,0
18476,1017401
98567,0
56832,0
21316,0
635,17185632
140174,0
539626,0
15139,13670688
7364,119269486
88794,84606030
12572,8049666
643434,0
18808,0
15159,75871032
29259,33187
28211,11808880
1381,15304890
8942,0
11678,215663859
4437,40400657
303,24464742
16553,1117920
624484,0
72431,50365377
52733,0
572628,0
9595,181096164
411144,0
1164,135330182
21542,0
135309,0
539064,0
10474,2381087
10589,61347797
73567,3665069
353257,0
306947,231737
726779,0
25793,47536959
9398,60780981
23172,45236543
21575,17873691
7873,5967038
573632,0
489243,0
9396,239606210
287233,0
381696,0
487476,0
505177,0
55215,0
10648,39768000
44639,7871522
333385,34694
27996,0
21078,0
10776,38748395
817,312016858
241,50282766
72113,30722632
348765,0
252512,17287309
333674,0
8676,111231041
1283,0
9945,0
4517,74237563
270487,63647656
9681,37691644
2100,27642707
212455,0
204436,0
423087,0
616851,0
568300,13
10578,0
5203,0
164,9500000
497916,0
505204,0
452068,0
2604,161001698
9550,92863945
342521,20609977
593691,0
25556,0
13647,0
227738,0
126319,8109160
77953,104907746
522098,437050
462677,0
12150,110879513
507143,0
525657,0
589978,0
410117,5245263
271709,0
619985,0
9718,162966177
675592,0
37233,270248367
581316,0
411405,0
9667,21733230
44264,252276927
636698,0
499566,0
752675,0
5143,40084041
7182,881779
25968,0
637113,0
11232,76019048
3114,0
363111,0
253344,0
11011,0
10774,23689877
15004,0
13483,14373825
8271,117760134
323370,0
2757,32801173
451364,0
44899,0
19167,0
2779,0
468219,0
46705,16566240
91017,0
15590,0
229297,51029361
105001,26033917
14365,7775138
11931,83073883
255343,3758328
669770,0
391486,0
19766,0
9980,7433663
454433,0
421447,0
291413,0
520172,0
23759,6890432
10295,0
9571,7993039
10074,14334401
415086,0
710217,0
253617,0
11104,0
287084,0
13335,43493123
623464,0
11860,53672080
13150,31148328
4978,84542002
16617,21148829
11937,0
346671,0
535308,0
40723,9200
494466,0
15708,819939
385317,0
65215,0
448432,0
21334,925402
159092,0
545572,0
10868,0
24939,0
637053,0
77987,10337387
18533,2260712
11778,50000000
11287,132440069
9294,152036382
12764,10755447
8617,14796236
522619,0
38780,0
45132,324138
832,0
16620,54215416
18032,7070330
94348,30353232
9037,15171476
552938,0
527791,0
296626,0
280960,0
14299,8880045
1492,7191399
1284,0
532671,21150265
434714,0
333357,0
250538,3396345
59722,0
469877,0
17927,18599102
304357,61619773
576424,0
392207,0
746975,0
11864,12303411
150,78868508
115782,35931410
73935,0
11419,36400360
19086,6698361
570488,0
467673,0
26264,0
15804,0
351043,0
397520,127345
11072,119601481
77234,0
10861,51702483
439,19646656
11652,57806952
285305,0
553882,0
353326,11472454
318044,0
10435,0
523561,0
489430,0
44571,2000371
12559,0
3509,7659918
306952,0
10367,0
11548,65088797
433356,413844
12795,745327
452551,216556
33613,43498108
802,9250000
68812,1969193
6964,266728738
43933,5639730
1362,0
535544,192094429
331962,1787926
172391,27187375
56590,0
11119,0
322487,116873
10173,46044400
744750,0
1647,101191884
9815,7864905
94901,8315
105531,0
26963,0
11589,5200000
520679,0
437033,0
11549,0
259611,0
81440,0
37247,104945305
499319,6877
2294,33788161
355338,0
14844,12
10538,44065653
3082,8500000
527632,0
15674,0
60672,0
12079,0
146239,51164106
483435,0
75638,13551174
9036,120455994
152647,0
13969,0
10391,0
130150,20275812
11814,38934048
3536,127666415
22536,0
639,92823546
13924,0
8665,35168966
415010,0
13690,8700000
551653,0
14912,0
9756,0
560491,0
480001,2414269
11059,13818181
4105,134212055
25,96889998
458969,0
8838,93107289
278427,0
8398,25399945
15655,45554533
4553,8203235
430268,0
50497,0
325789,15436808
573896,0
452558,0
586333,0
492616,2268204
1946,2856712
32823,90029656
10133,0
13121,2340110
14854,12232628
16985,0
240916,0
430826,0
247788,0
337674,2341534
407890,2455027
387844,0
18162,68688831
582873,1681545
452188,0
12763,65742992
21683,0
455,76578641
506410,0
94352,34153101
574207,0
1817,97837138
744742,0
426375,0
15417,85196485
352490,0
739010,0
40508,413479
554739,0
9437,60527873
34729,0
360603,0
20542,0
76,5535405
245538,0
14197,0
332411,0
552865,0
369892,0
1574,306776732
396461,2053469
20410,0
27579,65464324
589157,0
443076,0
409,231976425
284564,779820
39319,0
9722,131426169
30238,0
273511,0
252171,395000
17610,62357900
9264,1829804
9870,105173115
702,8000000
10035,0
446159,0
442064,21753365
275060,0
127372,3346265
10744,0
9079,0
364733,12522
1272,32017803
9879,113309743
500284,0
43923,6491240
15196,14643997
7450,36754634
421473,21712
28032,11373501
406994,0
12623,18782400
635780,0
76180,0
360389,0
46332,41424067
574436,0
29979,371396
429191,1880736
95754,0
1262,53653224
293644,0
44629,1000000
11968,44434439
3489,32593385
10762,69631118
241251,52425855
3101,0
471664,0
62046,3142154
10053,66966987
15371,8194857
426254,0
77974,0
306745,573335
8873,47965000
64678,1406224
223,6000000
627518,0
508822,0
283686,0
747349,0
2320,121969216
8874,299288605
382581,0
9427,257850122
10511,0
10564,33771174
10718,46546197
2742,0
587727,0
2284,69474661
115084,0
67660,96070507
371645,23200000
345914,0
255413,0
8461,7938872
41171,0
9493,216614388
309304,7087452
320302,0
41308,0
340487,1215691
2323,84431625
534313,12000000
442094,0
30074,0
590123,0
515114,0
11092,221303188
390059,0
11023,4601043
254474,14947
212193,0
9822,0
441531,0
70578,9612469
9621,52034889
18015,0
568332,0
26945,0
254263,0
51736,0
7219,0
582895,0
484437,3373474
724089,0
297291,0
49012,45735397
922,103800000
606,128499205
226458,0
10951,0
17038,0
228970,52501541
4551,95226116
2625,0
48838,4644108
9969,47231070
4599,49718611
418680,7299662
11205,0
2440,0
555032,0
381028,0
352492,0
295595,0
466411,5812
13122,0
9303,7011317
44564,67112664
137968,0
9665,26828365
574936,0
55347,14311701
61717,0
9778,77516304
614197,0
220820,0
77663,39881
748621,0
29896,0
16,40031879
2661,0
749458,0
246741,6263224
293771,0
19042,8620678
96936,19145732
10878,19351569
10649,46236000
10050,0
6973,29541790
191720,0
11380,7316658
19595,0
25754,0
13310,10785801
338768,0
936,10878107
313106,0
109443,173649015
31947,4711220
250734,30229977
576784,0
265016,0
480100,0
11228,159212469
670439,0
170657,0
61891,15395087
850,19294144
338189,0
469310,0
60599,35485056
48650,0
16652,0
622855,0
381341,0
570132,3458157
9562,43935763
530,0
50671,0
28808,22951145
9894,102825796
483104,0
232572,35991087
10550,19924033
10215,58000000
8321,34533783
9062,136400000
9946,211989043
576682,0
586599,0
554761,9828
37609,0
282813,16861137
743283,0
11415,0
55465,35387212
477510,0
399790,0
417643,217427
53567,0
11859,11534477
274476,0
198185,38307627
40080,0
440596,0
31347,0
309581,0
18086,2983784
9559,135130999
9087,107879496
5879,0
24833,0
844,19271312
9626,6948633
11954,0
3059,4000000
332704,0
8469,141000000
147,0
696831,0
8849,35060882
585759,0
13154,2275557
534939,414202
484718,0
309245,2500431
234212,3387000
68931,0
8388,0
440298,18754051
68818,987883
460070,0
50839,19504039
9091,64350171
9061,0
184125,0
11827,546545
123,30471420
12703,365734
492621,0
429416,64648
83389,61037844
604822,27900000
514407,0
80410,0
23082,31912793
17455,0
20009,6413915
11381,32648673
56906,0
290271,0
860,79567667
408439,0
47407,0
20036,0
48466,0
9475,134095253
390582,0
13025,5364858
1807,10012022
429174,3925992
10708,164433867
23706,40105542
724835,0
70586,2128186
13797,0
18148,0
495673,0
253310,0
84383,0
737777,0
20986,0
476335,0
10380,40766041
8393,60000000
8489,87713825
620883,0
506554,0
1705,8844595
9404,21890845
744927,0
41515,201584141
442987,0
11692,7103973
167313,0
8953,0
650080,0
566038,0
88424,0
84226,0
388202,0
13761,0
508927,0
472269,0
142591,0
11963,27476252
623,62493712
334538,9995
192813,0
10258,0
790,21378361
83686,13231461
481031,0
88557,0
20910,0
11974,49101993
1485,0
9766,41480851
791,46201432
20235,0
37498,0
428125,0
167073,62076141
566228,0
318781,3621046
10766,26518355
3683,65900249
9440,0
401246,1502347
313074,0
58443,0
59,60740827
96984,0
281,7959291
10396,0
470610,439418
19265,35097815
415312,0
8872,183097323
338,79384880
653392,0
365240,0
13922,10166502
631346,0
17710,0
46503,0
17457,3639926
1443,10409377
25704,6414729
110354,0
290751,34854990
268092,0
9545,18994653
484355,0
346401,0
570131,0
3001,0
598133,0
297806,1646788
10142,18671317
164331,0
132363,115922175
10730,90614445
297558,0
351809,9074836
9449,0
32528,0
116745,188133322
10579,0
21733,0
7233,16809014
859,34670720
572468,0
1902,368234
10075,0
7211,68377859
674607,0
581475,0
438,0
238751,1700000
467952,0
506775,0
15613,19724334
10997,0
205724,0
8923,3154346
7341,17762705
467660,14293601
2176,23619609
763,242623
10622,18814720
156700,0
539765,0
299579,0
5001,8524534
559707,0
381034,0
326215,769028
576683,0
9535,176885658
744926,0
20789,0
11004,0
683127,0
624060,0
392,152500343
471859,0
11259,137783840
9081,3176880
477807,0
14976,0
211067,9221
4787,22687639
475,50700000
532973,0
20941,837000
8409,44350926
11499,18593156
6623,110463140
614587,0
41428,0
10015,42724017
27980,0
527400,0
432787,0
396810,1783421
57718,0
694234,0
621561,0
97434,0
15584,0
597594,0
351901,0
256917,15520023
37932,0
284293,43884652
158577,0
9975,69834815
369192,12638526
31473,0
10399,0
7183,73090611
3090,4307000
528985,0
299551,0
134623,0
2313,0
192142,70918
13813,51155219
14245,0
42949,0
12160,25052000
519035,0
487291,0
15582,0
5458,0
36685,112892319
729983,0
333354,0
649489,0
432131,0
293310,3003169
111479,40400
20856,57881056
64325,0
537943,0
11868,0
225914,0
10998,320145693
58151,41002607
38410,0
10984,16300000
370755,2152738
1090,18564088
678314,0
261470,0
12233,74151346
7512,495303
25623,0
10003,118063304
9270,3919254
627463,1338220
552670,0
366141,0
84174,11947954
21484,0
11472,69660733
10032,6086508
724594,0
379686,0
1792,65784503
289712,0
15801,44872
11821,54830779
2,0
435129,312381
283601,0
237756,0
59387,11411644
20721,20345361
426230,248370
2977,37311672
18587,7175592
9557,8586376
6951,71079915
63700,0
38543,0
569711,0
13944,2000000
372490,0
229407,0
519255,176746000
430161,0
44363,3065860
